87 -> 15, -5, 1.75, 5, -0.5
88 -> 15, -4, 1.75, 5, -2
90 -> 15, -5, 1.75, 4, -1
106 -> 15, -1, 1.75, 5, -2
112 -> 15, -2, 1.75, 4, -1.5
112 -> 15, -5, 1.75, 4, -2
114 -> 15, -5, 1.75, 1, -1.5
119 -> 15, -4, 1.25, 1, -1
120 -> 15, -5, 1.75, 3, -0.5
120 -> 15, -5, 0.75, 5, -2
121 -> 15, -5, 1.75, 3, -1
122 -> 15, -4, 1.75, 3, -1
124 -> 15, -5, 1.75, 5, -2
125 -> 15, -5, 0.75, 5, -0.5
126 -> 15, -4, 1.75, 3, -2
127 -> 15, -5, 1.25, 5, -1
128 -> 15, -4, 1.75, 5, -0.5
128 -> 15, -4, 1.75, 4, -0.5
129 -> 15, -3, 1.75, 2, -2
131 -> 15, -5, 1.75, 5, -1
131 -> 15, -4, 1.75, 2, -1
132 -> 15, -2, 0.75, 5, -2
135 -> 15, -3, 1.75, 5, -1
137 -> 15, -2, 1.75, 5, -1.5
137 -> 15, -3, 1.75, 3, -1.5
138 -> 15, -2, 1.75, 5, -2
138 -> 15, -4, 1.25, 5, -1
138 -> 15, -3, 1.75, 3, -2
141 -> 15, -4, 1.75, 2, -2
141 -> 15, -4, 1.25, 3, -2
141 -> 15, -5, 1.25, 1, -1
142 -> 15, -3, 1.25, 5, -0.5
142 -> 15, -1, 1.25, 5, -1.5
142 -> 15, -5, 1.25, 4, -0.5
142 -> 15, -5, 1.25, 3, -2
143 -> 15, -5, 1.25, 1, -2
144 -> 15, -4, 1.25, 5, -2
144 -> 15, -5, 1.75, 2, -2
147 -> 15, -4, 0.25, 4, -2
147 -> 15, -4, 1.25, 2, -2
147 -> 15, -4, 1.75, 3, -1.5
147 -> 15, -2, 1.75, 2, -1
147 -> 15, -3, 1.75, 5, -1.5
148 -> 15, -3, 1.75, 2, -1.5
150 -> 15, -4, 1.75, 4, -2
150 -> 15, -2, 1.75, 1, -1.5
151 -> 15, -3, 0.75, 5, -2
152 -> 15, -2, 1.75, 3, -2
152 -> 15, -4, 0.75, 4, -2
152 -> 15, -4, 1.75, 1, -1.5
152 -> 15, -2, 1.75, 2, -1.5
153 -> 15, -3, 1.25, 3, -1
153 -> 15, -4, 1.75, 2, -1.5
154 -> 15, -2, 1.25, 5, -2
154 -> 15, -4, 1.75, 1, -1
154 -> 15, -5, 1.75, 1, -0.5
156 -> 15, -5, 1.25, 3, -1.5
156 -> 15, -2, 1.25, 3, -2
156 -> 15, -4, 1.75, 4, -1
157 -> 15, -3, 1.25, 5, -1.5
157 -> 15, -4, 1.25, 1, -2
157 -> 15, -3, 1.75, 2, -0.5
